Plot_ID,Owner_Name,Father_Name,Survey_No,Gat_No,Area,Land_Type,Village,Taluka,District,State,Ownership_Type,No_of_Owners,Crop_Type,Irrigation_Source,Encumbrances,Mutation_Entry_No,Date_of_Mutation,Purchase_Value,Market_Value,Transaction_Type,Registration_No,Aadhaar_No,PAN_No,Contact_No,Address,Latitude,Longitude,Soil_Type,Fertility_Status,Ownership_Status,Land_Use,Tax_Status,Remarks,Last_Updated
PLOT192,Nirvaan Rout,Kavya Patil,913/A,440,5.58,Non-Agricultural,Dibrugarh,Baramati,Nashik,Maharashtra,Single,1,Sugarcane,Well,Mortgage,M7079,2022-02-11,₹206389,₹1686586,Inheritance,R4613,XXXX-XXXX-2083,BCXPH1732E,5290504956,"923, Walla Marg, Danapur 339460",18.1167,74.2377,Sandy,Low,Active,Fallow,Unpaid,Irrigated area,2025-03-28
PLOT193,Sana Goswami,Arhaan Kadam,580/B,976,2.94,Non-Agricultural,Junagadh,Rahuri,Beed,Maharashtra,Joint,3,Maize,Well,Bank Loan,M1662,2022-08-19,₹324172,₹1273581,Sale,R2984,XXXX-XXXX-8145,JPLPM4085H,08105136602,"42/70, Tank Chowk, Sultan Pur Majra 433735",18.3834,74.3607,Black Cotton,Low,Active,Residential,Unpaid,Under observation,2025-08-22
PLOT194,Anika Srinivasan,Madhav Kadam,948/A,276,3.9,Non-Agricultural,Farrukhabad,Karmala,Pune,Maharashtra,Single,1,Sugarcane,Well,None,M6061,2021-08-11,₹323722,₹1198750,Sale,R1357,XXXX-XXXX-4795,LITPO0799C,09086149852,"26/175, Banik Circle, Aligarh 089395",19.5799,75.7413,Alluvial,Low,Disputed,Residential,Unpaid,Irrigated area,2025-04-14
PLOT195,Tanya Kakar,Ayesha Patil,441/A,785,4.36,Agricultural,Karnal,Beed,Kolhapur,Maharashtra,Joint,2,Maize,Canal,Bank Loan,M8406,2023-04-13,₹262895,₹1162236,Gift,R8513,XXXX-XXXX-2320,MBQPO2829N,08398358516,"H.No. 134, Swamy Nagar, Rourkela-347762",19.2243,75.3204,Sandy,Low,Disputed,Residential,Paid,Under observation,2025-01-30
PLOT196,Vritika Rastogi,Diya Deshmukh,290/C,804,8.44,Agricultural,Sambalpur,Beed,Solapur,Maharashtra,Joint,4,Maize,Borewell,None,M2172,2024-02-21,₹333896,₹1738861,Inheritance,R9784,XXXX-XXXX-5786,OBRPK9942Z,4468604003,"23/36, Khosla Nagar, Ratlam 635873",17.9619,75.6995,Sandy,Fertile,Disputed,Fallow,Unpaid,Under observation,2025-03-16
PLOT197,Ishita Edwin,Khushi Deshmukh,522/C,864,2.69,Agricultural,Morbi,Karjat,Solapur,Maharashtra,Single,1,Maize,Well,Legal Dispute,M6426,2024-12-18,₹205201,₹1989201,Inheritance,R7369,XXXX-XXXX-4333,BKGPZ5304X,09493852670,"H.No. 87, Dugal Path, Tirunelveli-476267",19.4727,73.4074,Alluvial,Medium,Disputed,Residential,Unpaid,Under observation,2025-05-31
PLOT198,Ishaan Bedi,Heer Patil,993/B,525,7.53,Agricultural,Tiruvottiyur,Karjat,Pune,Maharashtra,Single,1,Soybean,Canal,None,M9432,2025-03-04,₹774995,₹1069333,Sale,R2536,XXXX-XXXX-5885,VYRPV5552J,+913677487141,"544, Ramakrishnan Road, Narasaraopet-414526",19.1917,74.8054,Black Cotton,Medium,Disputed,Fallow,Paid,Dryland,2025-05-28
PLOT199,Hiran Sandhu,Saira Patil,429/A,823,3.74,Agricultural,Chinsurah,Pandharpur,Kolhapur,Maharashtra,Joint,2,Fallow,Rainfed,None,M9245,2023-11-28,₹762327,₹970835,Sale,R9372,XXXX-XXXX-1172,DHXPI3680V,+913608830139,"333, Kar Circle, Dhule 217298",17.8741,74.3959,Sandy,Medium,Active,Crop,Paid,Dryland,2024-10-21
PLOT200,Zaina Raj,Aarna Patil,495/A,966,2.52,Agricultural,Kumbakonam,Pandharpur,Nashik,Maharashtra,Single,1,Paddy,Well,Mortgage,M2322,2022-01-29,₹768651,₹1926179,Gift,R6593,XXXX-XXXX-4644,VGBPL6740L,+911820670565,"H.No. 64, Garg Road, Mangalore-477468",17.0594,73.6461,Sandy,Fertile,Active,Crop,Paid,Irrigated area,2025-05-02
PLOT201,Manjari Hegde,Oorja Patil,480/C,236,10.48,Non-Agricultural,Darbhanga,Baramati,Solapur,Maharashtra,Single,1,Sugarcane,Borewell,Mortgage,M8757,2021-11-13,₹725327,₹1313019,Gift,R4269,XXXX-XXXX-6305,PXYPK3064P,03433224118,"64/534, Sundaram Road, Udaipur-988275",18.355,74.1164,Alluvial,Low,Disputed,Residential,Paid,Under observation,2025-06-15
PLOT202,Dhanush Dhar,Jayesh More,950/B,456,11.06,Agricultural,Farrukhabad,Baramati,Solapur,Maharashtra,Single,1,Cotton,Canal,Legal Dispute,M8622,2021-09-16,₹794209,₹1739053,Gift,R9738,XXXX-XXXX-3627,PWCPI8410G,4145824626,"H.No. 920, Cherian Marg, Suryapet 901967",18.8445,74.3698,Alluvial,Fertile,Active,Residential,Unpaid,Dryland,2024-12-07
PLOT203,Akarsh Lall,Hiran Deshmukh,884/B,963,1.62,Non-Agricultural,Muzaffarpur,Rahuri,Nashik,Maharashtra,Joint,3,Maize,Well,Bank Loan,M1624,2021-06-16,₹771678,₹1419073,Gift,R6341,XXXX-XXXX-8460,KBMPM1606K,5409265007,"34/62, Kalita Chowk, Bhubaneswar 615479",18.009,73.7279,Laterite,Medium,Disputed,Crop,Unpaid,Boundary not verified,2025-07-16
PLOT204,Siya Lalla,Charvi Jadhav,846/A,430,9.42,Agricultural,Sonipat,Beed,Ahmednagar,Maharashtra,Single,1,Fallow,Borewell,Bank Loan,M1560,2022-06-21,₹476068,₹1000750,Inheritance,R6976,XXXX-XXXX-9601,YDZPD5200C,06200081333,"H.No. 61, Gulati Circle, Raipur-765695",17.1092,75.7571,Sandy,Fertile,Disputed,Residential,Unpaid,Under observation,2025-08-20
PLOT205,Bhavin Zachariah,Madhav Jadhav,742/A,282,6.16,Non-Agricultural,Shimoga,Pandharpur,Satara,Maharashtra,Single,1,Paddy,Well,None,M8061,2025-06-09,₹898747,₹1995063,Gift,R1272,XXXX-XXXX-1358,YJCPC5956Q,2953694405,"H.No. 935, Kulkarni Ganj, Satna 893941",19.9147,74.937,Laterite,Low,Disputed,Fallow,Paid,Dryland,2025-06-13
PLOT206,Kabir Mand,Prisha Shinde,308/B,413,1.8,Agricultural,Bettiah,Karmala,Satara,Maharashtra,Single,1,Fallow,Canal,None,M6020,2023-06-20,₹336697,₹1131889,Inheritance,R2574,XXXX-XXXX-9204,TGZPZ9853T,0180111401,"41, Atwal Chowk, Kozhikode 332190",18.9088,74.1158,Red,Medium,Active,Fallow,Paid,Irrigated area,2024-12-17
PLOT207,Tiya Mann,Damini Deshmukh,385/C,859,4.32,Non-Agricultural,Jalgaon,Pandharpur,Beed,Maharashtra,Single,1,Fallow,Canal,Legal Dispute,M3845,2024-08-09,₹748914,₹1834244,Sale,R5858,XXXX-XXXX-6082,FTNPS2707L,+917635301611,"065, Manda Street, Anand 544136",19.2868,75.5637,Black Cotton,Fertile,Active,Residential,Unpaid,Under observation,2025-08-22
PLOT208,Hrishita Goswami,Anika Pawar,873/A,530,11.12,Non-Agricultural,Malegaon,Mohol,Satara,Maharashtra,Joint,5,Cotton,Rainfed,Legal Dispute,M6158,2021-11-05,₹629824,₹1951516,Gift,R9715,XXXX-XXXX-1341,HEYPJ1232I,+910376735205,"47/70, Shukla, Panchkula-472018",18.7324,73.7866,Black Cotton,Low,Disputed,Crop,Unpaid,Under observation,2025-03-18
PLOT209,Uthkarsh D’Alia,Arnav Deshmukh,277/A,519,3.36,Agricultural,Ajmer,Karmala,Solapur,Maharashtra,Single,1,Wheat,Borewell,Mortgage,M8889,2024-10-02,₹322687,₹2445189,Inheritance,R6530,XXXX-XXXX-9587,BHRPO6952X,8462603166,"35/46, Korpal Nagar, Shimoga 616964",19.6184,73.8221,Black Cotton,Medium,Active,Residential,Paid,Irrigated area,2025-02-28
PLOT210,Kanav Lad,Kanav Shinde,457/B,191,5.01,Agricultural,Muzaffarnagar,Beed,Kolhapur,Maharashtra,Joint,3,Sugarcane,Well,None,M9227,2025-03-30,₹532628,₹1260300,Inheritance,R4451,XXXX-XXXX-1547,CCQPW1512F,+913701778026,"96/927, Gola, Shahjahanpur 680053",19.186,73.0482,Red,Low,Active,Crop,Unpaid,Partially cultivated,2025-09-19
PLOT211,Akarsh Kaur,Saksham Deshmukh,438/B,205,1.77,Non-Agricultural,Amritsar,Pandharpur,Nashik,Maharashtra,Single,1,Cotton,Canal,Mortgage,M1888,2021-03-25,₹850541,₹1264240,Inheritance,R3395,XXXX-XXXX-1160,QNPPU8978S,09630863510,"H.No. 60, Keer Street, Tenali 632227",17.1189,75.9547,Red,Fertile,Active,Fallow,Unpaid,Requires leveling,2025-09-16
PLOT212,Raghav Bhagat,Anya Jadhav,594/C,649,5.44,Agricultural,Thanjavur,Beed,Satara,Maharashtra,Joint,3,Fallow,Rainfed,Bank Loan,M3281,2024-12-04,₹585973,₹1228674,Inheritance,R6859,XXXX-XXXX-8637,VKSPK6409T,+919516542446,"25/803, Vala Marg, Rajkot 563214",19.289,73.2585,Red,Low,Active,Residential,Paid,Partially cultivated,2024-10-21
PLOT213,Dishani Tara,Misha More,450/C,576,7.56,Non-Agricultural,Sirsa,Rahuri,Kolhapur,Maharashtra,Joint,3,Paddy,Canal,Mortgage,M2796,2023-06-15,₹838175,₹1089504,Inheritance,R5803,XXXX-XXXX-6442,JTXPM8886O,05237902492,"H.No. 830, Khare Nagar, Berhampur 996172",19.4794,73.7107,Black Cotton,Low,Disputed,Fallow,Paid,Partially cultivated,2025-03-20
PLOT214,Anvi Sachar,Divij Shinde,106/B,284,9.61,Non-Agricultural,Danapur,Pandharpur,Beed,Maharashtra,Joint,4,Wheat,Borewell,Legal Dispute,M2393,2023-07-19,₹773712,₹1040502,Sale,R3363,XXXX-XXXX-4905,AXYPI0538E,8681028161,"H.No. 827, Seshadri Road, Udupi-178063",18.7667,73.8897,Alluvial,Medium,Active,Fallow,Paid,Irrigated area,2025-01-09
PLOT215,Kismat Bhandari,Diya Patil,206/A,590,10.89,Non-Agricultural,Pudukkottai,Beed,Nashik,Maharashtra,Single,1,Sugarcane,Canal,Legal Dispute,M5335,2022-06-10,₹561789,₹1022265,Inheritance,R7381,XXXX-XXXX-2376,MBHPY9334T,03318259985,"854, Amble Path, Miryalaguda 777725",19.3251,75.493,Sandy,Medium,Active,Fallow,Paid,Irrigated area,2025-10-06
PLOT216,Saira Talwar,Kabir Patil,649/C,370,1.21,Agricultural,Bidhannagar,Mohol,Beed,Maharashtra,Single,1,Soybean,Well,Mortgage,M4492,2025-01-16,₹522919,₹1868805,Gift,R2971,XXXX-XXXX-3501,QGWPY2910D,+911749088697,"H.No. 85, Dutta Street, Serampore-883083",17.2939,73.1953,Laterite,Medium,Active,Crop,Paid,Dryland,2025-03-10
PLOT217,Urvi Viswanathan,Veer More,201/C,614,11.97,Non-Agricultural,Thrissur,Beed,Nashik,Maharashtra,Joint,5,Cotton,Borewell,Legal Dispute,M4337,2023-10-11,₹358819,₹2374437,Gift,R3037,XXXX-XXXX-6840,HLFPJ5492P,+917491138269,"06/880, Dewan Circle, Erode 650582",18.9247,73.7528,Alluvial,Fertile,Disputed,Fallow,Unpaid,Dryland,2025-07-04
PLOT218,Tejas Raval,Drishya Shinde,367/C,358,3.05,Agricultural,Secunderabad,Rahuri,Solapur,Maharashtra,Joint,4,Paddy,Borewell,None,M2681,2023-02-28,₹304823,₹2105094,Inheritance,R4824,XXXX-XXXX-3568,YDAPC8039M,7536573248,"H.No. 13, Varkey Zila, Khammam-844374",19.8728,73.4229,Black Cotton,Medium,Active,Residential,Unpaid,Requires leveling,2025-09-10
PLOT219,Dhruv Sharaf,Neelofar Jadhav,374/B,298,1.0,Agricultural,Proddatur,Baramati,Kolhapur,Maharashtra,Joint,2,Paddy,Well,Bank Loan,M6298,2021-06-15,₹324851,₹2045621,Gift,R8336,XXXX-XXXX-3948,JBFPT6789T,09904581468,"H.No. 78, Basu Street, Tezpur 681915",19.7664,73.3339,Alluvial,Medium,Disputed,Residential,Unpaid,Irrigated area,2025-05-11
PLOT220,Eva Rama,Alia Pawar,197/B,117,5.12,Agricultural,Jamalpur,Pandharpur,Nashik,Maharashtra,Joint,3,Cotton,Borewell,None,M5238,2025-09-19,₹758168,₹1271011,Sale,R5067,XXXX-XXXX-5416,OPFPF3664I,0802594607,"H.No. 598, Sule Street, Deoghar-126151",19.1688,75.394,Alluvial,Fertile,Disputed,Residential,Unpaid,Irrigated area,2025-08-01
PLOT221,Saira Loke,Ivana Patil,228/C,418,10.89,Agricultural,Jodhpur,Beed,Ahmednagar,Maharashtra,Single,1,Soybean,Borewell,Bank Loan,M8503,2020-10-29,₹287526,₹1366890,Sale,R3902,XXXX-XXXX-8015,FVYPZ8413B,0588903355,"73, Saraf Circle, Eluru 480011",19.753,75.8098,Laterite,Low,Disputed,Crop,Unpaid,Irrigated area,2025-03-07
PLOT222,Zaina Borra,Aaina Deshmukh,172/C,557,11.94,Agricultural,Karaikudi,Rahuri,Solapur,Maharashtra,Single,1,Paddy,Borewell,None,M6278,2023-11-12,₹291762,₹1004645,Gift,R3214,XXXX-XXXX-5741,ONUPC0051V,05117367940,"42/32, Sethi, Muzaffarpur 638668",17.1417,75.0846,Alluvial,Fertile,Disputed,Crop,Unpaid,Boundary not verified,2025-04-21
PLOT223,Hrishita Mand,Sara Deshmukh,808/C,824,0.57,Agricultural,Avadi,Rahuri,Solapur,Maharashtra,Single,1,Wheat,Rainfed,None,M4512,2021-06-05,₹737123,₹2441002,Gift,R6887,XXXX-XXXX-1210,RGVPQ8583W,9334084269,"54/098, Rao Road, Bongaigaon 386079",19.9883,74.2353,Laterite,Low,Active,Residential,Paid,Under observation,2025-02-01
PLOT224,Kimaya Kala,Divyansh Patil,363/C,785,3.49,Non-Agricultural,Nashik,Beed,Solapur,Maharashtra,Single,1,Sugarcane,Canal,Legal Dispute,M5144,2024-02-10,₹753031,₹2087835,Sale,R6753,XXXX-XXXX-5902,FBLPU8661L,02203368324,"72/431, Dhaliwal Zila, Khora  601791",19.2292,73.298,Black Cotton,Fertile,Disputed,Residential,Paid,Requires leveling,2025-04-17
PLOT225,Riya Sankaran,Madhup Kadam,131/B,200,7.83,Agricultural,Kumbakonam,Rahuri,Ahmednagar,Maharashtra,Joint,4,Paddy,Canal,Mortgage,M5305,2022-08-14,₹371029,₹1183862,Gift,R2215,XXXX-XXXX-1415,GSOPW4746V,9864787265,"H.No. 98, Bhatia Zila, Mysore 548523",19.52,73.3988,Alluvial,Fertile,Active,Fallow,Unpaid,Partially cultivated,2025-04-21
PLOT226,Rohan Taneja,Faiyaz Shinde,999/C,828,11.89,Non-Agricultural,Mangalore,Rahuri,Pune,Maharashtra,Single,1,Paddy,Canal,Bank Loan,M7517,2021-02-23,₹838116,₹1118834,Gift,R8505,XXXX-XXXX-3380,HJKPS4186Z,01174810615,"80/469, Varughese, Saharanpur-433420",19.118,73.4272,Laterite,Fertile,Active,Crop,Paid,Boundary not verified,2025-06-17
PLOT227,Azad Chander,Raunak Jadhav,221/A,500,8.87,Agricultural,Sikar,Baramati,Nashik,Maharashtra,Single,1,Fallow,Well,Mortgage,M4953,2022-12-09,₹567005,₹1879008,Gift,R9787,XXXX-XXXX-2376,TGEPR6024A,+916949380276,"41/972, Kara Ganj, Jorhat 762357",17.3658,73.4789,Sandy,Fertile,Disputed,Residential,Paid,Boundary not verified,2025-04-12
PLOT228,Emir Dhaliwal,Nitara Kadam,851/C,964,5.28,Non-Agricultural,Katihar,Pandharpur,Kolhapur,Maharashtra,Single,1,Cotton,Rainfed,Mortgage,M6337,2022-08-02,₹501227,₹1575112,Sale,R8300,XXXX-XXXX-7287,WVIPW4717W,07853261639,"25/10, Suri Street, Bulandshahr 629441",17.2376,73.3128,Black Cotton,Fertile,Active,Residential,Unpaid,Irrigated area,2025-04-06
PLOT229,Uthkarsh Vohra,Prisha Deshmukh,427/A,419,9.31,Non-Agricultural,Saharanpur,Karmala,Ahmednagar,Maharashtra,Single,1,Soybean,Rainfed,Bank Loan,M3735,2024-03-04,₹876735,₹1350288,Sale,R1711,XXXX-XXXX-8262,WEJPT8947K,+919157797970,"H.No. 07, Ganguly Circle, Ujjain 003131",18.3888,75.9305,Alluvial,Fertile,Disputed,Crop,Unpaid,Under observation,2024-11-21
PLOT230,Advika Bhalla,Nehmat Jadhav,530/C,590,8.45,Agricultural,Pondicherry,Beed,Latur,Maharashtra,Single,1,Soybean,Well,None,M6399,2021-12-14,₹473094,₹2118289,Gift,R1087,XXXX-XXXX-2131,EQBPL5751R,04352480801,"16, Andra, Amritsar-880856",19.6388,74.7527,Alluvial,Medium,Active,Fallow,Unpaid,Irrigated area,2025-04-16
PLOT231,Inaaya  Baral,Yuvaan Pawar,953/B,161,10.25,Non-Agricultural,Bongaigaon,Karjat,Latur,Maharashtra,Single,1,Soybean,Canal,None,M9064,2025-03-04,₹671837,₹2363033,Inheritance,R4642,XXXX-XXXX-3445,FEMPN1036M,3334629108,"17/71, Golla Chowk, Gudivada 655603",19.5544,74.9311,Laterite,Fertile,Active,Residential,Unpaid,Dryland,2025-08-13
PLOT232,Adira Deshmukh,Anvi Patil,637/B,558,1.13,Agricultural,Bhagalpur,Karmala,Ahmednagar,Maharashtra,Joint,4,Wheat,Well,Legal Dispute,M5034,2022-10-13,₹844071,₹1622237,Sale,R4829,XXXX-XXXX-6407,DRKPU1772S,+917341901737,"90/540, Rajagopalan Nagar, Patna 065003",19.3064,74.5487,Laterite,Medium,Disputed,Crop,Paid,Irrigated area,2025-03-12
PLOT233,Tanya Srinivas,Kabir Jadhav,246/C,170,11.48,Agricultural,Bettiah,Mohol,Latur,Maharashtra,Joint,2,Paddy,Rainfed,Mortgage,M6525,2025-07-15,₹576836,₹1819100,Sale,R6186,XXXX-XXXX-3737,JFUPA4931K,+911860258694,"19/60, Dhillon Circle, Sasaram 361891",19.3138,74.1227,Black Cotton,Fertile,Active,Fallow,Unpaid,Requires leveling,2025-06-11
PLOT234,Ritvik Maharaj,Biju Pawar,895/B,355,4.53,Non-Agricultural,Indore,Beed,Latur,Maharashtra,Single,1,Cotton,Canal,Bank Loan,M9918,2022-03-27,₹891868,₹2024588,Sale,R9995,XXXX-XXXX-9749,OGKPL0223F,1861570392,"57, Butala, Jammu 836564",17.332,73.1415,Red,Low,Disputed,Fallow,Paid,Dryland,2024-12-30
PLOT235,Divij Vohra,Eva Deshmukh,243/B,333,2.8,Agricultural,Rewa,Rahuri,Kolhapur,Maharashtra,Single,1,Maize,Rainfed,Legal Dispute,M5278,2021-03-02,₹427154,₹1950904,Inheritance,R2123,XXXX-XXXX-4008,GDPPA7670G,01990026432,"H.No. 54, Tripathi Road, Dehradun 379510",19.0135,74.9781,Laterite,Fertile,Disputed,Fallow,Unpaid,Boundary not verified,2025-04-20
PLOT236,Kimaya Issac,Charvi Shinde,768/A,954,4.86,Non-Agricultural,Dewas,Rahuri,Ahmednagar,Maharashtra,Joint,5,Wheat,Borewell,Mortgage,M5686,2021-03-09,₹766771,₹2472393,Inheritance,R7516,XXXX-XXXX-9115,YPZPS5434J,5808122571,"95, Madan Street, Chennai-077029",18.1649,73.3039,Red,Fertile,Disputed,Crop,Unpaid,Requires leveling,2025-01-16
PLOT237,Anaya Vohra,Lakshit Kadam,825/B,541,7.76,Agricultural,Srinagar,Baramati,Solapur,Maharashtra,Single,1,Sugarcane,Well,None,M8682,2022-08-03,₹708949,₹1129311,Sale,R1444,XXXX-XXXX-7956,OCIPA3314Y,+910439139964,"105, Dhingra Circle, Kakinada 018688",19.9616,74.4286,Black Cotton,Fertile,Active,Residential,Paid,Boundary not verified,2024-10-12
PLOT238,Rati Bera,Anya Jadhav,490/B,431,9.02,Agricultural,Bettiah,Karjat,Beed,Maharashtra,Single,1,Cotton,Well,None,M1805,2022-11-15,₹595708,₹1327695,Inheritance,R7467,XXXX-XXXX-1322,UZSPO4823B,04527288508,"941, Hegde Circle, Ghaziabad-388832",17.1904,74.2545,Laterite,Low,Disputed,Residential,Paid,Dryland,2025-08-10
PLOT239,Shamik Sinha,Zaina Patil,458/A,726,0.6,Agricultural,Singrauli,Sangola,Solapur,Maharashtra,Single,1,Sugarcane,Well,None,M4967,2023-10-29,₹687681,₹1692506,Sale,R7461,XXXX-XXXX-5763,DZIPR7793Q,+914048848250,"860, Kunda Path, Mehsana 049289",17.7616,75.8129,Red,Medium,Disputed,Crop,Unpaid,Irrigated area,2024-10-11
PLOT240,Samarth Talwar,Hunar Pawar,695/C,785,8.18,Non-Agricultural,Bally,Rahuri,Satara,Maharashtra,Joint,2,Maize,Borewell,Bank Loan,M2546,2024-01-01,₹605442,₹2292889,Gift,R1162,XXXX-XXXX-1101,XQVPM8647A,04977809913,"H.No. 195, Dutt Zila, Pimpri-Chinchwad 813762",19.1888,73.719,Red,Low,Active,Crop,Unpaid,Boundary not verified,2025-07-02
PLOT241,Anika Krishna,Hridaan Shinde,951/C,251,1.51,Agricultural,Ongole,Baramati,Nashik,Maharashtra,Single,1,Sugarcane,Borewell,Bank Loan,M2804,2024-11-19,₹337228,₹1313669,Inheritance,R4860,XXXX-XXXX-7645,CGMPC4019L,+910516390934,"49, Srivastava Chowk, Mahbubnagar-579763",18.626,74.759,Red,Medium,Disputed,Fallow,Unpaid,Boundary not verified,2025-02-06
PLOT242,Mannat Hayre,Sara More,275/C,346,3.67,Agricultural,Ulhasnagar,Beed,Beed,Maharashtra,Joint,2,Cotton,Rainfed,None,M9923,2024-05-26,₹757355,₹960882,Inheritance,R4008,XXXX-XXXX-4218,CNZPK9718R,6462764965,"52, Chaudhry Zila, Jorhat 790582",17.6719,73.739,Red,Medium,Disputed,Fallow,Paid,Partially cultivated,2025-01-02
PLOT243,Aarav Rajagopal,Vedika Kadam,281/A,971,1.19,Agricultural,Unnao,Beed,Solapur,Maharashtra,Single,1,Maize,Borewell,None,M5713,2024-01-12,₹749860,₹1945717,Inheritance,R6004,XXXX-XXXX-4076,SQJPA2506C,+915738026127,"H.No. 026, Gole Path, Raiganj 626496",18.8658,73.22,Laterite,Low,Active,Fallow,Paid,Partially cultivated,2024-12-18
PLOT244,Jiya Garg,Dishani Jadhav,952/A,365,7.82,Agricultural,Srinagar,Mohol,Kolhapur,Maharashtra,Joint,5,Maize,Well,Mortgage,M6031,2023-12-30,₹373931,₹1106088,Inheritance,R6271,XXXX-XXXX-1082,VBRPQ8469S,8026615340,"86/01, Agrawal Road, Malegaon 293973",17.8206,73.2176,Red,Low,Active,Fallow,Unpaid,Requires leveling,2024-12-21
PLOT245,Kismat Chawla,Vivaan More,431/A,676,2.5,Non-Agricultural,Karnal,Rahuri,Satara,Maharashtra,Joint,3,Maize,Canal,Bank Loan,M5424,2021-07-12,₹545295,₹1719635,Gift,R1447,XXXX-XXXX-7909,LZUPR0039I,+914443639868,"H.No. 572, Barad Ganj, Ujjain-544475",17.4727,73.4447,Alluvial,Medium,Disputed,Fallow,Paid,Under observation,2025-07-02
PLOT246,Tejas Doctor,Renee More,646/B,249,7.77,Agricultural,Tiruchirappalli,Rahuri,Beed,Maharashtra,Single,1,Sugarcane,Well,Mortgage,M1843,2023-07-06,₹474748,₹2433993,Sale,R1025,XXXX-XXXX-1122,QSUPI7114D,5654341468,"H.No. 588, Salvi Circle, Nagercoil-093032",19.303,74.4921,Sandy,Fertile,Disputed,Fallow,Paid,Under observation,2025-02-10
PLOT247,Nakul Bhattacharyya,Sana Deshmukh,728/B,837,5.62,Non-Agricultural,Kulti,Karjat,Latur,Maharashtra,Single,1,Paddy,Borewell,Bank Loan,M1900,2023-04-18,₹378797,₹1034750,Gift,R9910,XXXX-XXXX-4245,YLJPE2598J,+917444123930,"H.No. 972, Bhandari, Sirsa-140526",19.27,74.6829,Black Cotton,Low,Active,Fallow,Unpaid,Requires leveling,2025-03-18
PLOT248,Jayant Dewan,Umang Shinde,680/A,199,3.67,Agricultural,Bhind,Shrigonda,Pune,Maharashtra,Joint,2,Maize,Rainfed,Legal Dispute,M5923,2023-02-09,₹652965,₹1284975,Inheritance,R9461,XXXX-XXXX-3756,RBBPX6238F,05698527782,"90/214, Khatri Zila, Sikar-556984",18.9133,75.9019,Alluvial,Medium,Active,Fallow,Unpaid,Dryland,2025-08-26
PLOT249,Samaira Doshi,Vedika Kadam,202/B,733,10.6,Agricultural,Gandhidham,Beed,Beed,Maharashtra,Joint,4,Wheat,Canal,Mortgage,M8657,2021-12-07,₹652501,₹1639267,Inheritance,R8687,XXXX-XXXX-2941,YRJPC0634O,+911364574922,"H.No. 695, Sachar Marg, Dharmavaram 184286",18.4655,75.0938,Laterite,Medium,Disputed,Crop,Unpaid,Boundary not verified,2024-12-27
PLOT250,Emir Dixit,Kabir Pawar,361/C,851,6.62,Non-Agricultural,Surendranagar Dudhrej,Baramati,Latur,Maharashtra,Joint,3,Fallow,Borewell,Bank Loan,M3420,2022-08-23,₹726597,₹972483,Inheritance,R7160,XXXX-XXXX-8577,HPQPT6721I,05767116279,"811, Chauhan Chowk, Adoni 430918",18.9775,75.1536,Red,Fertile,Active,Residential,Paid,Dryland,2025-07-30
PLOT251,Alia Jha,Pari Shinde,594/C,580,6.27,Non-Agricultural,Raebareli,Baramati,Kolhapur,Maharashtra,Single,1,Cotton,Borewell,Legal Dispute,M9624,2024-04-28,₹696864,₹1801569,Inheritance,R6084,XXXX-XXXX-2577,XKCPM2406I,3203007784,"H.No. 226, Walla Marg, Agra-926296",17.029,74.9244,Red,Fertile,Disputed,Fallow,Unpaid,Under observation,2025-08-05
PLOT252,Zara Tandon,Dhanush Pawar,879/B,479,11.92,Non-Agricultural,Karaikudi,Baramati,Ahmednagar,Maharashtra,Single,1,Sugarcane,Canal,None,M3662,2024-06-05,₹319501,₹1900123,Gift,R1088,XXXX-XXXX-8995,WFBPK7892Q,00614742344,"H.No. 88, Sawhney Ganj, Salem 250453",18.1459,74.8329,Sandy,Low,Disputed,Crop,Paid,Requires leveling,2025-09-23
PLOT253,Vaibhav Kaul,Onkar Jadhav,459/A,884,7.15,Agricultural,Lucknow,Mohol,Solapur,Maharashtra,Joint,3,Paddy,Canal,Mortgage,M5593,2021-07-03,₹516478,₹2263869,Sale,R1905,XXXX-XXXX-8067,KZAPN7070Z,00208468791,"H.No. 93, Andra Marg, Loni 368491",17.7437,75.0629,Sandy,Low,Disputed,Crop,Unpaid,Dryland,2025-02-16
PLOT254,Madhav Rajagopal,Rati Jadhav,402/B,712,6.11,Agricultural,Tadipatri,Mohol,Beed,Maharashtra,Single,1,Fallow,Rainfed,None,M9872,2021-10-18,₹512430,₹1160110,Gift,R6804,XXXX-XXXX-8113,ORVPE7175U,01269834295,"H.No. 292, Gera, Bardhaman-812224",18.554,75.2942,Laterite,Medium,Disputed,Residential,Paid,Dryland,2025-09-09
PLOT255,Kiaan Ganesh,Mohanlal Shinde,538/B,194,4.56,Agricultural,Kochi,Pandharpur,Beed,Maharashtra,Single,1,Fallow,Rainfed,Legal Dispute,M3656,2025-04-06,₹555758,₹1268063,Inheritance,R9566,XXXX-XXXX-1420,MVQPR3160N,+917018118427,"758, Bava Ganj, Aurangabad 767826",19.4083,73.1781,Alluvial,Medium,Disputed,Fallow,Paid,Dryland,2025-07-26
